sex,row_number,liters_drunk,age,drink,check_number,label
1,45.0,0,40,Bugbeer,9222,0
1,34.0,2,53,Bugbeer,4375,0
0,50.0,5,64,Beerbeer,2218,1
0,99.0,0,57,Water,7585,0
1,74.0,3,19,Fanta,6297,1
1,24.0,3,60,Fanta,7481,0
1,87.0,4,42,Bugbeer,796,1
1,92.0,0,70,Bugbeer,2919,0
0,25.0,1,35,Cola,8499,0
0,85.0,5,57,Strong beer,3384,1
0,99.0,3,71,Bugbeer,4490,1
1,89.0,2,49,Bugbeer,9880,1
1,10.0,3,11,Cola,8454,1
1,16.0,4,13,Water,8896,1
0,33.0,0,36,Water,4500,1
0,90.0,2,53,Beerbeer,550,0
0,74.0,5,18,Fanta,8219,0
0,100.0,2,66,Cola,2827,0
0,5.0,2,75,Beerbeer,9064,1
1,46.0,1,65,Bugbeer,4092,1
0,93.0,3,38,Beerbeer,2892,1
1,15.0,5,50,Water,4908,0
0,100.0,4,37,Cola,8104,1
1,50.0,2,29,Strong beer,9865,1
0,100.0,0,14,Water,2852,1
1,55.0,0,77,Bugbeer,427,0
0,87.0,2,18,Cola,8294,0
1,1.0,0,11,Cola,8030,1
0,100.0,2,29,Cola,6410,0
1,91.0,4,68,Cola,842,0
0,59.0,2,18,Fanta,5998,0
1,42.0,1,65,Cola,8582,1
0,96.0,2,61,Beerbeer,453,0
1,6.0,3,51,Strong beer,5362,1
0,25.0,4,61,Water,8967,0
0,70.0,3,11,Water,4642,1
1,100.0,1,53,Bugbeer,8131,0
0,77.0,3,77,Cola,9896,1
1,66.0,0,60,Beerbeer,2038,1
1,100.0,2,20,Cola,354,0
0,1.0,5,18,Fanta,7765,1
1,10.0,2,24,Cola,2293,0
1,48.0,3,75,Fanta,1380,1
0,8.0,4,25,Water,5799,1
0,78.0,2,75,Strong beer,2984,0
0,100.0,2,13,Water,7759,0
0,32.0,1,25,Cola,8968,0
1,96.0,2,47,Beerbeer,9858,1
1,22.0,1,44,Fanta,4656,1
1,91.0,0,49,Beerbeer,6269,1
0,17.0,0,47,Beerbeer,8663,0
1,36.0,0,67,Fanta,9707,0
1,90.0,5,28,Cola,2182,1
0,17.0,1,17,Fanta,4663,0
0,37.0,2,18,Cola,4678,1
1,2.0,1,66,Strong beer,3448,1
0,81.0,0,22,Bugbeer,9895,1
0,76.0,4,67,Water,7535,0
1,33.0,3,47,Bugbeer,1149,1
1,0.0,1,20,Water,7876,1
1,20.0,1,77,Fanta,1997,1
0,75.0,3,24,Fanta,3709,1
0,80.0,1,51,Water,4919,1
0,59.0,0,61,Fanta,6037,0
1,2.0,3,13,Cola,4861,1
1,33.0,2,40,Fanta,6442,1
0,95.0,2,51,Strong beer,2857,0
1,100.0,3,58,Fanta,1635,0
0,54.0,3,41,Bugbeer,515,1
0,69.0,3,12,Cola,1675,1
1,77.0,0,66,Strong beer,9979,1
1,80.0,4,70,Water,9225,1
1,54.0,4,10,Cola,580,0
1,74.0,3,25,Bugbeer,3741,1
0,91.0,0,61,Water,4362,0
1,16.0,5,80,Water,4942,0
1,14.0,1,77,Strong beer,9779,0
1,34.0,0,21,Cola,2050,1
1,90.0,3,49,Beerbeer,5052,1
0,75.0,2,28,Beerbeer,2429,0
0,2.0,2,38,Fanta,4755,0
1,100.0,4,22,Bugbeer,4735,1
0,4.0,1,58,Fanta,6238,1
0,13.0,5,59,Water,8014,0
1,52.0,0,22,Bugbeer,6496,1
0,3.0,2,59,Beerbeer,5265,1
0,77.0,2,36,Strong beer,8026,1
1,100.0,2,10,Fanta,2112,1
0,100.0,1,51,Strong beer,851,0
1,72.0,2,44,Beerbeer,6935,0
0,69.0,4,35,Beerbeer,8064,1
0,53.0,5,60,Beerbeer,2085,1
0,100.0,3,65,Water,6265,0
0,40.0,4,59,Beerbeer,1134,0
1,100.0,3,26,Bugbeer,6379,1
1,54.0,4,63,Water,5034,0
0,52.0,2,24,Water,4888,1
1,58.0,1,22,Water,1114,0
1,100.0,4,25,Bugbeer,1839,1
0,10.0,4,61,Beerbeer,7238,1
0,50.0,5,13,Water,7834,1
0,100.0,2,29,Beerbeer,1765,1
0,63.0,2,40,Bugbeer,3567,0
1,93.0,3,10,Fanta,9641,1
0,6.0,3,67,Water,8136,1
1,46.0,0,19,Water,6518,1
1,100.0,2,56,Bugbeer,3554,1
1,92.0,5,54,Fanta,6506,0
0,11.0,1,73,Beerbeer,2054,1
0,14.0,2,18,Cola,5551,1
0,45.0,3,53,Beerbeer,7714,0
1,11.0,3,12,Cola,7513,1
0,18.0,4,47,Strong beer,613,1
1,97.0,2,58,Strong beer,9644,0
1,10.0,0,79,Strong beer,1285,0
0,22.0,4,80,Strong beer,4493,0
1,100.0,4,27,Cola,5828,1
1,13.0,0,63,Cola,7826,0
0,95.0,2,41,Fanta,7749,0
1,40.0,1,18,Cola,3996,1
0,46.0,5,71,Beerbeer,5923,1
0,15.0,5,64,Beerbeer,4041,0
1,33.0,5,65,Fanta,6095,0
1,70.0,2,73,Water,3036,1
0,45.0,5,63,Water,3479,1
0,2.0,3,13,Cola,6355,1
1,56.0,1,49,Strong beer,3932,0
1,100.0,4,50,Bugbeer,1547,1
0,2.0,2,73,Cola,1947,1
0,22.0,2,79,Strong beer,2006,1
1,0.0,3,47,Fanta,7946,1
0,25.0,3,17,Water,4364,1
0,23.0,4,14,Cola,1179,0
0,100.0,3,22,Strong beer,382,1
1,35.0,2,57,Bugbeer,854,0
0,48.0,2,43,Water,2633,0
0,8.0,1,66,Beerbeer,5008,0
1,84.0,2,38,Bugbeer,917,1
1,41.0,5,60,Water,2110,1
0,59.0,4,30,Strong beer,809,1
1,24.0,4,45,Water,5813,1
0,59.0,3,55,Water,7448,0
1,79.0,2,28,Fanta,7415,0
1,66.0,1,61,Strong beer,575,1
0,41.0,3,51,Fanta,5869,0
1,36.0,1,80,Water,7444,1
0,26.0,4,47,Water,870,0
0,77.0,2,58,Cola,9810,1
1,61.0,4,51,Beerbeer,7451,0
1,93.0,2,64,Cola,5263,1
1,39.0,5,80,Fanta,8900,1
0,91.0,0,54,Water,4921,0
1,22.0,2,26,Cola,8253,1
1,24.0,4,48,Beerbeer,2063,1
1,51.0,5,29,Water,2290,1
1,70.0,2,61,Cola,6351,1
0,58.0,4,23,Strong beer,684,1
0,60.0,5,39,Water,4190,0
1,94.0,2,47,Fanta,8902,1
0,5.0,5,11,Water,1573,1
1,62.0,2,67,Water,6886,1
0,16.0,5,23,Bugbeer,7538,1
1,100.0,0,59,Water,5810,1
1,100.0,2,79,Strong beer,37,0
0,73.0,2,42,Cola,2671,1
1,16.0,2,47,Beerbeer,3422,1
1,48.0,1,18,Cola,2491,1
1,44.0,3,49,Fanta,4464,0
0,15.0,0,74,Fanta,5652,0
1,96.0,2,56,Cola,5926,1
0,17.0,0,66,Cola,2953,0
1,48.0,2,45,Beerbeer,5531,1
1,58.0,3,75,Cola,3216,1
1,76.0,2,63,Beerbeer,2232,1
1,77.0,2,70,Water,702,1
1,64.0,2,66,Fanta,4424,1
0,5.0,3,60,Beerbeer,6331,0
1,58.0,4,10,Water,7064,1
1,100.0,1,41,Strong beer,7915,1
0,69.0,3,77,Beerbeer,3368,0
1,31.0,0,28,Bugbeer,9528,1
0,60.0,4,79,Cola,3269,1
1,61.0,2,56,Beerbeer,5298,1
1,94.0,4,65,Strong beer,4227,1
0,82.0,5,10,Water,5317,1
0,12.0,5,68,Strong beer,4532,0
0,28.0,1,29,Beerbeer,83,0
0,60.0,1,19,Cola,9022,0
1,9.0,2,16,Fanta,6335,0
0,91.0,5,23,Fanta,9541,0
0,32.0,4,39,Strong beer,1535,1
1,10.0,1,10,Water,2165,0
1,85.0,0,32,Bugbeer,656,1
1,88.0,3,31,Bugbeer,1367,1
0,85.0,1,30,Beerbeer,2379,0
0,88.0,1,56,Bugbeer,1845,1
0,88.0,3,42,Water,1187,0
1,32.0,0,70,Beerbeer,8520,1
1,10.0,3,74,Cola,1768,1
1,20.0,4,26,Cola,8174,0
1,26.0,5,47,Strong beer,1861,1
1,11.0,2,26,Water,5725,0
0,94.0,3,45,Beerbeer,8856,0
1,11.0,5,36,Bugbeer,7510,1
1,16.0,5,32,Cola,9787,1
0,100.0,1,17,Cola,124,1
0,99.0,0,49,Beerbeer,8151,1
1,56.0,2,77,Cola,8640,1
1,54.0,2,64,Fanta,1693,0
1,63.0,4,25,Water,2128,1
0,93.0,0,63,Beerbeer,3755,0
1,2.0,2,60,Bugbeer,3778,1
1,99.0,1,76,Beerbeer,3251,1
0,82.0,4,20,Water,9171,0
0,85.0,2,50,Fanta,8894,0
0,43.0,0,12,Cola,4450,1
1,16.0,1,16,Fanta,9344,1
1,18.0,2,33,Beerbeer,3661,1
0,77.0,2,28,Fanta,954,1
1,67.0,5,41,Beerbeer,8831,1
0,81.0,4,70,Cola,5187,0
1,100.0,3,60,Beerbeer,4193,0
0,69.0,1,34,Cola,5240,0
1,59.0,1,72,Water,9790,0
0,38.0,4,41,Bugbeer,6691,1
1,11.0,5,43,Bugbeer,3703,1
0,39.0,2,16,Fanta,3716,1
1,21.0,0,12,Water,2774,1
0,95.0,2,73,Strong beer,5273,0
1,62.0,0,51,Bugbeer,604,1
0,52.0,4,72,Fanta,1601,0
1,50.0,2,79,Fanta,8428,1
0,56.0,5,26,Fanta,3412,0
1,93.0,5,11,Fanta,2489,1
0,19.0,4,58,Beerbeer,3051,1
0,53.0,4,69,Beerbeer,5189,0
0,57.0,5,50,Water,7978,1
1,32.0,1,80,Water,3102,1
0,96.0,3,35,Strong beer,8752,1
0,86.0,0,37,Strong beer,7650,1
1,8.0,2,61,Water,6473,0
1,19.0,5,61,Water,92,0
1,29.0,2,44,Strong beer,3356,1
0,33.0,5,57,Beerbeer,2946,0
0,71.0,2,72,Strong beer,5299,0
1,45.0,1,65,Bugbeer,4521,0
1,67.0,5,14,Cola,6162,1
0,5.0,4,72,Cola,3374,0
1,76.0,5,30,Strong beer,9480,1
0,50.0,4,17,Fanta,6074,0
1,71.0,3,48,Beerbeer,2552,0
1,83.0,5,10,Water,8268,1
0,55.0,1,61,Bugbeer,6587,1
1,72.0,3,60,Water,4170,1
1,7.0,3,39,Fanta,7954,1
1,4.0,2,79,Bugbeer,2728,1
0,33.0,5,11,Fanta,5343,1
0,54.0,2,37,Bugbeer,6461,0
1,84.0,5,33,Strong beer,2651,1
0,66.0,2,78,Cola,853,0
1,29.0,5,44,Cola,5081,0
0,9.0,2,22,Fanta,7465,1
1,97.0,2,71,Beerbeer,1766,1
0,59.0,2,14,Water,7707,0
0,61.0,0,34,Water,5919,0
1,62.0,2,18,Fanta,8589,1
1,10.0,2,60,Strong beer,2653,0
0,27.0,2,40,Water,6360,1
0,51.0,5,43,Water,6115,1
0,56.0,4,79,Fanta,782,1
1,84.0,1,74,Beerbeer,7354,1
1,53.0,0,46,Bugbeer,9734,0
0,26.0,5,64,Bugbeer,7667,0
1,16.0,3,44,Cola,9442,1
0,46.0,2,23,Fanta,9894,0
1,37.0,0,50,Beerbeer,267,0
1,19.0,3,73,Water,3404,0
1,52.0,0,51,Cola,3416,1
1,16.0,1,41,Fanta,1429,1
0,27.0,4,45,Cola,3568,1
0,31.0,2,57,Water,8072,0
0,21.0,4,79,Water,1399,0
1,42.0,5,38,Fanta,7717,0
1,94.0,3,71,Strong beer,1912,1
1,66.0,4,12,Fanta,6405,1
1,91.0,0,15,Water,3126,0
1,57.0,3,31,Bugbeer,6143,1
0,22.0,3,59,Water,9964,0
1,53.0,0,64,Cola,9450,1
1,86.0,5,53,Fanta,6733,1
0,1.0,3,18,Water,6794,1
1,34.0,3,48,Strong beer,3867,1
1,99.0,1,17,Cola,6448,1
1,100.0,3,33,Beerbeer,4308,1
0,12.0,0,70,Strong beer,5094,1
1,30.0,1,10,Water,2007,0
1,21.0,3,20,Water,5590,0
0,34.0,5,78,Water,6109,1
0,48.0,1,31,Cola,7370,1
1,35.0,1,79,Cola,6751,1
0,15.0,2,47,Cola,900,0
1,50.0,4,14,Water,5502,1
0,15.0,0,16,Water,5216,1
1,45.0,5,47,Water,9763,1
1,90.0,5,31,Strong beer,9436,1
0,24.0,2,65,Strong beer,2944,1
0,98.0,5,30,Water,254,1
1,42.0,0,61,Fanta,3285,0
0,74.0,2,47,Water,8680,0
1,100.0,4,50,Beerbeer,2949,1
0,83.0,2,66,Water,3178,1
1,15.0,4,22,Fanta,5474,1
1,1.0,2,13,Cola,8812,0
1,96.0,0,69,Strong beer,2286,1
0,26.0,2,23,Water,4562,0
0,72.0,4,19,Fanta,5831,1
1,99.0,1,42,Bugbeer,8017,1
0,69.0,4,72,Strong beer,572,1
0,54.0,1,57,Beerbeer,2563,1
0,86.0,3,79,Strong beer,7556,1
1,46.0,2,80,Cola,3898,0
0,55.0,3,18,Water,6336,0
1,60.0,3,36,Fanta,4266,1
0,30.0,4,31,Fanta,7385,1
0,52.0,2,43,Fanta,66,0
0,50.0,5,32,Water,3425,0
1,66.0,5,66,Strong beer,7733,1
1,87.0,1,48,Strong beer,8269,1
1,81.0,5,53,Fanta,8587,1
1,79.0,5,44,Fanta,9904,0
1,100.0,2,13,Water,6326,0
1,93.0,0,35,Water,3290,1
0,5.0,0,75,Cola,3748,0
1,23.0,3,57,Beerbeer,1365,0
1,4.0,2,40,Water,5017,0
0,47.0,0,58,Water,3831,0
1,69.0,1,74,Strong beer,5883,0
1,100.0,1,35,Beerbeer,3375,1
0,87.0,0,46,Strong beer,2681,1
0,62.0,2,21,Strong beer,9625,0
0,71.0,4,44,Cola,2190,0
0,96.0,2,55,Strong beer,4946,0
1,38.0,2,15,Cola,4472,0
0,2.0,2,56,Bugbeer,1870,1
0,89.0,2,12,Cola,5970,0
0,53.0,2,39,Fanta,4388,1
1,61.0,1,56,Water,433,0
0,59.0,2,60,Strong beer,6765,0
0,82.0,3,16,Fanta,5925,0
1,56.0,4,30,Water,9824,0
1,10.0,5,25,Fanta,2930,0
1,27.0,2,32,Strong beer,8757,0
1,9.0,2,62,Water,6097,1
1,86.0,3,33,Cola,9006,0
1,84.0,4,29,Fanta,1209,1
0,100.0,2,16,Cola,8235,1
0,100.0,2,68,Fanta,1117,0
0,97.0,2,58,Cola,9900,1
0,1.0,5,72,Cola,1946,0
1,6.0,5,20,Cola,3131,0
1,74.0,3,26,Fanta,5972,0
1,89.0,2,43,Bugbeer,6161,0
0,91.0,2,28,Fanta,8256,1
1,3.0,1,63,Beerbeer,5599,0
0,47.0,5,20,Cola,2880,1
0,100.0,2,31,Bugbeer,2135,1
0,46.0,1,41,Cola,2510,0
0,65.0,4,39,Fanta,9820,1
0,58.0,3,64,Water,4164,0
1,37.0,1,40,Beerbeer,9783,0
1,55.0,4,10,Fanta,3257,1
1,93.0,4,35,Cola,3148,1
1,28.0,3,37,Beerbeer,3091,0
1,100.0,3,33,Fanta,4880,0
1,21.0,4,79,Fanta,8338,1
0,53.0,3,70,Cola,1310,1
0,74.0,2,70,Water,7425,1
1,28.0,2,67,Strong beer,1305,1
0,17.0,0,23,Cola,2026,1
1,30.0,0,67,Cola,5787,0
1,5.0,4,12,Fanta,3444,1
1,24.0,3,54,Strong beer,3585,1
0,39.0,3,57,Fanta,5651,0
1,73.0,5,80,Cola,5514,0
0,88.0,2,17,Fanta,1678,1
0,19.0,2,28,Fanta,8413,1
0,93.0,3,80,Beerbeer,4066,0
1,96.0,4,40,Fanta,41,0
0,70.0,3,75,Beerbeer,6004,0
0,26.0,4,10,Water,2933,0
0,18.0,4,35,Strong beer,8432,1
1,80.0,5,34,Strong beer,5969,1
0,2.0,5,44,Beerbeer,1863,1
1,60.0,2,46,Bugbeer,5131,1
0,24.0,0,48,Strong beer,2594,1
0,87.0,3,19,Cola,8588,0
0,86.0,3,40,Water,9821,1
0,15.0,3,40,Beerbeer,1577,1
0,20.0,4,64,Cola,48,1
1,41.0,5,25,Fanta,3587,1
1,82.0,5,11,Cola,1631,1
1,6.0,3,26,Bugbeer,7493,0
1,97.0,5,33,Water,518,1
1,44.0,3,26,Bugbeer,4456,1
1,99.0,4,53,Beerbeer,5162,1
0,11.0,4,49,Cola,81,1
0,0.0,4,22,Beerbeer,6552,1
0,17.0,4,70,Cola,5809,0
1,97.0,2,21,Water,9589,0
0,62.0,1,79,Bugbeer,8458,0
1,23.0,4,74,Cola,8957,1
1,58.0,3,19,Fanta,9800,1
0,61.0,3,69,Fanta,2303,0
0,97.0,2,45,Beerbeer,7815,1
1,95.0,4,76,Water,811,1
0,66.0,2,23,Strong beer,3606,0
0,59.0,2,61,Water,7262,1
0,4.0,4,21,Water,9637,0
0,25.0,2,27,Bugbeer,7607,1
1,75.0,0,64,Beerbeer,9582,0
1,94.0,3,28,Fanta,3249,0
0,11.0,3,63,Strong beer,5338,1
1,27.0,2,20,Fanta,2865,1
0,2.0,1,56,Fanta,2116,0
0,52.0,1,55,Water,1087,0
1,51.0,1,19,Water,2349,0
1,64.0,2,22,Water,7501,0
1,46.0,0,18,Fanta,9514,0
1,71.0,1,20,Cola,2894,1
1,25.0,2,48,Water,4832,0
0,75.0,2,11,Water,7318,1
0,21.0,2,10,Fanta,4786,0
0,26.0,1,46,Bugbeer,5946,1
1,100.0,2,78,Strong beer,8150,0
1,70.0,4,58,Cola,2831,1
0,19.0,2,33,Cola,7921,1
1,52.0,3,20,Fanta,8671,1
0,33.0,2,80,Fanta,1552,1
0,61.0,5,10,Fanta,5190,1
1,3.0,2,46,Water,1388,1
0,39.0,5,16,Cola,9259,1
0,79.0,2,64,Water,6131,1
1,100.0,4,13,Fanta,6895,1
0,3.0,5,69,Water,527,1
0,27.0,2,45,Fanta,6701,1
0,100.0,3,70,Bugbeer,1837,0
0,44.0,2,54,Bugbeer,7202,0
0,64.0,0,52,Beerbeer,6350,1
1,7.0,4,61,Bugbeer,666,1
0,49.0,2,52,Fanta,2683,1
1,13.0,4,29,Bugbeer,6372,1
0,34.0,0,55,Water,7291,0
0,48.0,1,46,Water,7948,1
1,55.0,5,55,Water,3766,1
0,50.0,0,41,Beerbeer,3627,1
0,61.0,4,41,Fanta,872,1
1,59.0,5,14,Water,6299,1
0,97.0,4,73,Bugbeer,7545,0
1,99.0,2,12,Water,2461,1
1,57.0,4,20,Fanta,5378,0
0,9.0,5,72,Beerbeer,7604,1
1,68.0,1,55,Cola,8612,0
0,29.0,4,56,Beerbeer,468,1
1,87.0,2,72,Water,7594,0
1,60.0,1,65,Fanta,7361,1
1,14.0,4,69,Strong beer,9152,0
0,52.0,2,80,Beerbeer,1290,0
0,95.0,1,12,Cola,4927,1
0,89.0,2,40,Strong beer,6718,1
1,30.0,0,17,Fanta,6878,1
0,45.0,1,44,Water,9890,1
1,99.0,3,56,Beerbeer,9855,1
1,53.0,1,11,Cola,4452,1
1,4.0,1,58,Cola,5952,1
1,14.0,3,30,Fanta,7562,1
0,100.0,2,41,Strong beer,2652,1
1,58.0,4,60,Cola,9593,0
0,36.0,4,33,Strong beer,6796,1
0,38.0,3,76,Cola,959,0
1,69.0,0,22,Bugbeer,8390,0
1,85.0,2,38,Cola,7422,0
0,70.0,5,41,Beerbeer,1898,1
1,52.0,2,56,Cola,1203,0
0,67.0,5,32,Water,5629,1
0,88.0,2,60,Beerbeer,4161,1
1,71.0,4,19,Cola,1430,0
0,60.0,2,77,Strong beer,5567,0
0,54.0,3,51,Strong beer,5701,0
0,3.0,5,47,Water,6377,1
0,46.0,1,75,Beerbeer,7793,1
0,61.0,2,63,Fanta,9743,0
0,27.0,3,33,Fanta,1347,1
0,69.0,2,62,Bugbeer,3338,0
1,23.0,3,54,Bugbeer,7960,1
1,79.0,5,17,Water,451,1
0,82.0,4,56,Water,6484,0
1,72.0,2,72,Beerbeer,1130,1
1,97.0,1,25,Water,6219,1
0,82.0,0,26,Beerbeer,6306,0
0,17.0,2,44,Strong beer,9378,1
1,82.0,3,74,Beerbeer,1611,1
1,73.0,3,41,Beerbeer,1924,0
1,32.0,3,14,Water,5764,1
0,45.0,1,46,Strong beer,1596,0
0,3.0,4,14,Cola,500,0
1,19.0,0,70,Cola,4382,1
0,90.0,0,36,Fanta,1525,1
0,21.0,1,17,Cola,1825,1
0,69.0,1,34,Bugbeer,1681,1
0,2.0,5,32,Bugbeer,2703,1
0,36.0,5,53,Bugbeer,9443,0
1,99.0,2,12,Water,5181,1
1,6.0,5,29,Bugbeer,997,1
1,12.0,1,63,Water,7674,0
1,36.0,0,13,Fanta,799,1
0,51.0,2,62,Fanta,2235,1
0,31.0,1,65,Cola,1260,0
0,100.0,0,57,Cola,5686,0
0,9.0,5,47,Cola,4039,1
1,37.0,0,41,Strong beer,204,0
0,84.0,2,33,Strong beer,9091,1
0,55.0,0,20,Water,4793,0
0,30.0,2,44,Strong beer,890,1
1,90.0,0,29,Beerbeer,6277,0
1,95.0,2,37,Beerbeer,3470,0
1,69.0,2,51,Water,8904,0
1,39.0,3,30,Bugbeer,6261,0
0,78.0,3,11,Fanta,5312,1
1,35.0,3,50,Beerbeer,8804,1
1,21.0,0,78,Fanta,4127,1
1,76.0,4,29,Bugbeer,1029,1
1,70.0,2,43,Bugbeer,4866,1
1,100.0,2,61,Fanta,3597,0
0,98.0,2,23,Cola,8410,1
0,77.0,3,54,Cola,3947,1
1,43.0,4,26,Strong beer,5783,1
1,48.0,4,52,Water,8546,1
1,71.0,0,14,Cola,6662,1
0,93.0,1,41,Cola,9610,1
0,62.0,4,22,Water,6840,0
1,90.0,5,10,Fanta,6931,1
0,68.0,2,67,Bugbeer,1902,1
0,48.0,0,17,Fanta,2721,0
1,55.0,3,50,Bugbeer,6440,0
0,29.0,5,47,Strong beer,423,1
1,99.0,0,15,Cola,1804,0
1,15.0,4,55,Beerbeer,2364,1
0,77.0,5,18,Water,7522,1
0,57.0,3,64,Fanta,1826,0
1,21.0,1,80,Water,6591,0
0,36.0,3,29,Strong beer,7167,0
0,42.0,2,16,Fanta,8309,0
0,39.0,1,70,Strong beer,905,0
1,65.0,5,74,Fanta,649,1
1,93.0,1,48,Beerbeer,3288,0
0,83.0,2,14,Fanta,5120,1
0,43.0,5,43,Cola,3441,1
0,5.0,1,33,Fanta,9689,1
1,77.0,5,23,Beerbeer,2523,1
0,81.0,2,25,Beerbeer,9203,0
1,83.0,0,42,Water,8124,0
1,86.0,2,11,Fanta,2002,1
0,98.0,2,53,Water,8566,1
1,14.0,2,46,Beerbeer,2045,0
0,90.0,0,18,Fanta,3795,1
1,28.0,2,52,Fanta,458,0
0,80.0,3,76,Beerbeer,2198,1
0,10.0,4,70,Beerbeer,5861,0
1,8.0,5,54,Bugbeer,392,0
1,100.0,3,50,Cola,9473,1
1,72.0,4,33,Beerbeer,5842,1
1,88.0,4,72,Strong beer,2394,0
1,70.0,2,32,Fanta,6129,1
1,20.0,5,33,Beerbeer,859,1
0,39.0,3,24,Fanta,8937,1
0,77.0,5,43,Water,1021,1
0,98.0,1,58,Cola,2,1
1,47.0,1,49,Beerbeer,9385,0
1,98.0,5,23,Bugbeer,7067,1
1,27.0,1,75,Strong beer,5792,1
0,69.0,2,55,Bugbeer,8601,0
0,24.0,3,43,Beerbeer,8799,0
0,4.0,1,50,Fanta,5267,0
0,15.0,0,38,Cola,9341,1
0,60.0,3,18,Cola,1065,1
1,70.0,4,78,Cola,4517,1
0,89.0,5,54,Bugbeer,2139,1
1,29.0,0,51,Cola,4246,1
1,48.0,2,28,Water,2551,1
1,39.0,3,21,Cola,4087,1
0,57.0,3,14,Water,9154,0
0,35.0,4,75,Strong beer,2097,1
0,78.0,0,48,Water,2801,0
1,68.0,3,58,Water,5068,1
1,72.0,0,37,Water,6998,0
1,81.0,0,13,Water,4810,0
0,53.0,5,66,Beerbeer,4492,1
0,46.0,3,16,Water,7419,1
1,4.0,5,43,Strong beer,2810,1
1,35.0,4,37,Cola,2480,0
1,76.0,2,25,Beerbeer,5848,1
0,63.0,2,44,Cola,2705,0
1,15.0,2,51,Fanta,489,1
0,32.0,4,77,Cola,3247,1
1,48.0,2,28,Strong beer,2914,1
1,23.0,5,26,Bugbeer,1133,1
0,74.0,4,79,Bugbeer,4525,0
0,96.0,0,70,Beerbeer,9984,0
1,100.0,2,34,Beerbeer,142,0
0,57.0,4,50,Bugbeer,9132,0
0,66.0,4,31,Cola,5560,0
0,100.0,1,58,Beerbeer,3820,1
1,94.0,5,78,Cola,109,0
1,51.0,1,45,Cola,6072,0
1,33.0,0,58,Cola,8966,1
0,7.0,1,41,Bugbeer,2115,1
1,81.0,4,54,Strong beer,856,0
1,4.0,3,51,Bugbeer,4474,1
0,92.0,2,77,Beerbeer,9923,1
1,53.0,3,30,Strong beer,9108,0
0,62.0,1,71,Cola,443,1
0,31.0,2,32,Cola,4502,1
1,54.0,3,40,Strong beer,394,1
1,71.0,5,10,Cola,4726,1
1,93.0,4,53,Fanta,1274,1
1,97.0,3,16,Water,5649,1
1,87.0,1,66,Beerbeer,2095,1
0,24.0,5,51,Fanta,4764,1
1,38.0,2,77,Cola,928,1
0,95.0,2,61,Cola,3892,1
0,47.0,4,34,Fanta,9694,1
1,62.0,2,28,Fanta,9906,1
1,44.0,2,44,Strong beer,7115,0
0,28.0,2,42,Beerbeer,9888,1
0,27.0,4,67,Strong beer,3694,0
1,26.0,0,65,Beerbeer,5350,0
1,91.0,0,42,Fanta,7212,1
0,41.0,4,27,Beerbeer,4996,1
0,35.0,5,59,Cola,9668,0
0,93.0,4,57,Water,1918,1
0,13.0,4,34,Fanta,8094,1
0,83.0,1,56,Strong beer,4967,0
0,27.0,4,28,Strong beer,9598,1
0,73.0,4,34,Water,6670,1
0,22.0,1,74,Beerbeer,7797,0
1,26.0,5,53,Fanta,3414,1
0,91.0,1,15,Fanta,4471,0
1,95.0,3,30,Beerbeer,9856,1
1,71.0,1,16,Cola,4882,0
0,79.0,0,12,Water,7533,0
1,100.0,1,77,Beerbeer,1722,1
0,53.0,1,48,Cola,4648,0
1,70.0,1,76,Cola,5228,0
1,16.0,5,56,Water,5283,1
1,66.0,5,41,Strong beer,5508,1
0,83.0,3,18,Fanta,7633,0
0,36.0,2,58,Bugbeer,970,0
1,97.0,3,38,Water,4012,0
0,22.0,4,14,Cola,3545,0
1,26.0,3,35,Cola,1389,1
1,13.0,2,34,Bugbeer,8031,0
0,38.0,2,43,Fanta,5635,1
1,98.0,3,80,Strong beer,2746,1
1,15.0,5,39,Fanta,9196,1
1,89.0,1,71,Strong beer,4183,1
1,93.0,4,30,Fanta,9540,1
1,81.0,1,49,Cola,6942,0
1,95.0,0,70,Bugbeer,8638,1
0,41.0,1,16,Cola,7981,0
0,74.0,4,62,Strong beer,7428,1
1,44.0,0,67,Bugbeer,5325,1
0,100.0,2,77,Water,2172,0
0,77.0,0,21,Bugbeer,2956,0
0,59.0,2,28,Water,246,1
1,0.0,3,27,Bugbeer,7661,1
0,71.0,5,38,Fanta,3663,1
1,71.0,5,33,Cola,2403,0
1,43.0,1,67,Fanta,6184,1
0,63.0,2,64,Bugbeer,929,0
1,76.0,5,56,Cola,2080,1
0,82.0,1,51,Water,3524,1
0,37.0,3,62,Beerbeer,7819,1
1,46.0,1,64,Fanta,4454,1
0,52.0,5,77,Bugbeer,850,1
1,5.0,3,64,Cola,8765,0
0,51.0,3,14,Cola,5359,0
0,81.0,0,18,Cola,3214,1
0,62.0,3,18,Water,4881,1
0,47.0,4,49,Bugbeer,169,1
0,30.0,4,17,Cola,502,0
0,61.0,4,22,Strong beer,7590,1
1,99.0,2,48,Cola,815,1
0,60.0,2,36,Fanta,9982,1
0,13.0,2,48,Fanta,523,1
1,36.0,5,55,Fanta,3573,0
1,12.0,4,68,Bugbeer,3237,0
0,56.0,2,79,Cola,9370,0
0,7.0,5,59,Water,5082,1
1,49.0,4,29,Cola,9307,1
1,27.0,1,32,Cola,3165,0
